microorganismo,antibiotico,s_cim,i_cim,r_cim,diametro_s_mm,diametro_i_mm,diametro_r_mm,notas
Vibrio,Doxiciclina,"0,5",-,">0,5",NotaA,-,NotaA,"1/A. A sensibilidade à doxiciclina (e à tetraciclina, quando doxiciclina não está disponível), é inferida a partir do teste de difusão-difusão com tetraciclina."
Vibrio,Tetraciclina (exclusivamente triagem)1,,,,20A,-,<20A,
Vibrio,Agentes diversos,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Vibrio,Sulfametoxazol-trimetoprima1,"0,25",-,">0,25",21,-,<21,1. Sulfametoxazol-trimetoprima na proporção 19:1. Os pontos de corte de CIM estão expressos como concentração de trimetoprima.
Bacillus,Imipenem,"0,5",-,">0,5",30,-,<30,
Bacillus,Meropenem,"0,25",-,">0,25",25,-,<25,
Bacillus,Fluoroquinolonas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Bacillus,Ciprofloxacino,"0,001","0,002-0,5",">0,5",50A,23-49A,<23A,"A. O teste de disco-difusão com norfloxacino pode ser utilizado para triagem de resistência à fluoroquinolonas. Ver Nota B.
B. Os isolados categorizados como teste de triagem negativo ao norfloxacino (diâmetro do halo de inibição ≥21 mm) podem ser relatados como ""sensível, aumentando exposição"" (I)  ao ciprofloxacino e ao levofloxacino. Isolados categorizados como positivos na triagem (diâmetro do halo de inibição <21 mm) podem ser reportados como resistentes ao ciprofloxacino e ao levofloxacino."
Bacillus,Levofloxacino,"0,001","0,002-1",>1,50A,23-49A,<23A,
Bacillus,Norfloxacino (exclusivamente triagem),,,,21B,-,<21B,
Bacillus,Glicopeptídeos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Bacillus,Vancomicina,2,-,>2,10A,-,<10A,A. Isolados não selvagens não estavam disponíveis durante o desenvolvimento do método de disco-difusão.
Bacillus,Macrolídeos e Lincosamidas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Bacillus,Eritromicina,"0,5",-,">0,5",24,-,<24,
Bacillus,Clindamicina,1,-,>1,17,-,<17,
Bacillus,Oxazolidinonas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Bacillus,Linezolida,2,-,>2,22,-,<22,
B. anthracis,Benzilpenicilina,"0,001","0,002-0,5",">0,5",50,18-49,<18,1/A. Isolados “sensíveis aumentando exposição” (I) à benzilpenicilina podem ser reportados como sensíveis à amoxicilina. Os isolados resistentes à benzilpenicilina devem ser testados quanto à sensibilidade à amoxicilina ou reportados como resistentes.
B. anthracis,Amoxicilina iv,"0,1251",-,">0,1251",NotaA,NotaA,NotaA,
B. anthracis,Fluoroquinolonas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
B. anthracis,Ciprofloxacino,"0,001","0,002-0,25",">0,25",50,24-49,<24,
B. anthracis,Levofloxacino,"0,001","0,002-0,5",">0,5",50,23-49,<23,
B. anthracis,Glicopeptídeos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
B. anthracis,Vancomicina,(4)1,-,(>4)1,(10)A,-,(<10)A,1/A. Para informações sobre como utilizar pontos de corte entre parênteses ver https://www.eucast.org/eucastguidancedocuments/.
B. anthracis,Macrolídeos e lincosamidas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
B. anthracis,Clindamicina,1,-,>1,17,-,<17,
B. anthracis,Tetraciclinas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
B. anthracis,Doxiciclina,"0,061",-,">0,061",NotaA,NotaA,NotaA,1/A. Isolados sensíveis à tetraciclina podem ser reportados como sensíveis à doxiciclina. Os isolados resistentes à tetraciclina devem ser testados quanto à sensibilidade à doxiciclina ou reportados como resistentes.
B. anthracis,Tetraciclina,"0,125",-,">0,125",26,-,<26,
B. anthracis,Bacillus anthracis,,,,,,"Tabela de Pontos de Corte Clínicos do BrCAST-EUCAST, válida a partir de 01-02-2025",
B. anthracis,Regras de Especialistas e Fenótipos Esperados,,,,,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
B. anthracis,Oxazolidinonas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
B. anthracis,Linezolida,2,-,>2,20,-,<20,
B. anthracis,Agentes diversos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
B. anthracis,Rifampicina,(1)1,-,(>1)1,(12)A,-,(<12)A,1/A. Para informações sobre como utilizar pontoss de corte entre parênteses ver https://www.eucast.org/eucastguidancedocuments/.
B. melitensis,Ceftriaxona (meningite),(2)1,-,(>2)1,(30)A,-,(<30)A,1/A. Para informações sobre como utilizar pontos de corte entre parênteses ver https://www.eucast.org/eucastguidancedocuments/.
B. melitensis,Fluoroquinolonas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
B. melitensis,Ciprofloxacino,"0,001","0,002-1",>1,50,27-49,<27,
B. melitensis,Levofloxacino,"0,001","0,002-1",>1,50,28-49,<28,
B. melitensis,Aminoglicosídeos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
B. melitensis,Gentamicina,"(0,5)1",-,"(>0,5)1",(23)A,-,(<23)A,1/A. Para informações sobre como utilizar pontos de corte entre parênteses ver https://www.eucast.org/eucastguidancedocuments/.
B. melitensis,Estreptomicina,(1)1,-,(>1)1,(15)A,-,(<15)A,
B. melitensis,Tetraciclinas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
B. melitensis,Doxiciclina,"0,251",-,">0,251",NoteA,NoteA,NoteA,1/A. Isolados sensíveis à tetraciclina podem ser reportados como sensíveis à doxiciclina. Os isolados resistentes à tetraciclina devem ser testados quanto à sensibilidade à doxiciclina ou reportados como resistentes.
B. melitensis,Tetraciclina,"0,5",-,">0,5",42,-,<42,
B. melitensis,Agentes diversos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
B. melitensis,Rifampicina,(2)1,-,(>2)1,"(20)A,B",-,"(<20)A,B","1/A. Para informações sobre como utilizar pontos de corte entre parênteses ver https://www.eucast.org/eucastguidancedocuments/.
2. Sulfametoxazol:trimetoprima na proporção 19:1. Os pontos de corte são expressos como concentração de trimetoprima.
B. Examinar os halos de inibição cuidadosamente em busca de colônias próximas à borda do halo. As colônias devem ser levadas em consideração na leitura.
C. Ler as bordas evidentes do halo e desconsiderar uma névoa ou crescimento discreto dentro do halo de inibição."
B. melitensis,Sulfametoxazol-trimetoprima2,"0,125",-,">0,125",29C,-,<29C,
B.pseudomallei,Amoxicilina-ácido clavulânico,"0,0011","0,002-81",>81,50,22-49,<22,"1. Para fins de testes de sensibilidade, a concentração de ácido clavulânico é fixada em 2 mg/L."
B.pseudomallei,Cefalosporinas,"Ponto de corte p/ CIM 
(mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
B.pseudomallei,Ceftazidima,"0,001","0,002-8",>8,50,18-49,<18,
B.pseudomallei,Carbapenêmicos,"Ponto de corte p/ CIM 
(mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
B.pseudomallei,Imipenem,2,-,>2,29,-,<29,
B.pseudomallei,Meropenem,2,-,>2,24,-,<24,
B.pseudomallei,Tetraciclinas,"Ponto de corte p/ CIM 
(mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
B.pseudomallei,Doxiciclina,"0,001","0,002-2",>2,NoteA,NotaA,NoteA,"A. Isolados categorizados como negativos no teste de triagem  (≥23 mm) podem ser reportados com ""sensível, aumentado exposição"" (I) à doxicilina. Os isolados categorizados como positivos na triagem  (<23 mm) podem ser reportados como resistentes à doxiciclina."
B.pseudomallei,Tetraciclina (exclusivamente triagem),,,,23A,-,<23A,
B.pseudomallei,Burkholderia pseudomallei,,,,,,,
B.pseudomallei,Regras de Especialistas e Fenótipos Esperados,,,,,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
B.pseudomallei,Agentes diversos,"Ponto de corte p/ CIM 
(mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
B.pseudomallei,Cloranfenicol,"0,001","0,002-8",>8,50,22-49,<22,"1. Sulfametoxazol-trimetoprima na proporção 19:1. Os pontos de corte de CIM estão expressos como concentração de trimetoprima.

A. Pode haver crescimento dentro do halo de inibição. A densidade do crescimento pode variar de uma névoa a um crescimento substancial (ver figuras abaixo). Caso algum halo de inibição seja observado, ignorar o crescimento dentro do halo de inibição e aferir o diâmetro do halo."
B.pseudomallei,Sulfametoxazol-trimetoprima1,"0,001","0,002-4",>4,50A,17-49A,<17A,
B.pseudomallei,Exemplos de halos de inibição de Burkholderia pseudomallei com sulfametozaxol-trimetoprima.,,,,,,,
B.pseudomallei,a-b) Uma área externa pode ser observada. Aferir o diâmetro do halo externo e interpretar de acordo com os pontos de corte.,,,,,,,
B.pseudomallei,c) Crescimento até o disco e ausência de halo de inibição. Reportar resistente.,,,,,,,
M. tuberculosis,Bedaquilina,"0,251",-,">0,251",,,,
M. tuberculosis,Delamanida,"0,061",-,">0,061",,,,
M. tuberculosis,Pretomanida,"Nota1,2","Nota1,2","Nota1,2",,,,
